Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
5301,72,Female,Rural,Retired,Master's Degree,51,Ford,Fiesta,2008,15420,4,5,509634,77508,Single,0,6,346,Commute
5302,22,Male,Suburban,Self-Employed,Bachelor's Degree,50,Hyundai,Tucson,2003,9566,2,4,295668,51462,Widowed,1,12,481,Commute
5303,73,Male,Urban,Self-Employed,Associate Degree,20,Nissan,Rogue,2009,5678,5,4,1440522,34740,Single,0,6,520,Pleasure
5304,49,Male,Urban,Unemployed,Associate Degree,6,Kia,Forte,1995,5894,0,6,1358172,60894,Divorced,0,12,392,Commute
5305,37,Male,Suburban,Unemployed,High School,57,Kia,Soul,2015,28764,4,8,1266264,39600,Divorced,0,12,679,Commute
5306,67,Female,Rural,Unemployed,Bachelor's Degree,33,Honda,CR-V,2015,19265,4,0,1539630,58356,Widowed,0,12,522,Business
5307,28,Female,Suburban,Retired,High School,60,Chevrolet,Equinox,2007,13291,3,4,201150,16668,Single,1,12,611,Business
5308,32,Male,Urban,Retired,Bachelor's Degree,28,BMW,X5,1996,11162,2,4,1711728,81432,Widowed,0,6,617,Business
5309,49,Male,Rural,Self-Employed,Doctorate,5,Mercedes,C-Class,2009,25291,0,4,1216098,49518,Divorced,1,12,739,Business
5310,45,Female,Suburban,Employed,Doctorate,35,Nissan,Altima,2009,19425,4,8,978840,11232,Single,1,12,389,Pleasure
5311,39,Male,Rural,Employed,Bachelor's Degree,33,Chevrolet,Malibu,2010,11633,2,5,299376,53856,Divorced,1,12,612,Business
5312,58,Male,Urban,Employed,High School,48,Mercedes,GLC,1997,10778,3,7,103986,81378,Single,0,6,759,Commute
5313,34,Male,Urban,Employed,Doctorate,7,BMW,5 Series,2007,10434,4,7,686484,66492,Single,1,6,399,Commute
5314,76,Female,Urban,Employed,Associate Degree,36,Hyundai,Tucson,2014,10436,3,5,386730,29106,Divorced,0,6,741,Pleasure
5315,43,Female,Suburban,Unemployed,Master's Degree,9,Kia,Sportage,1995,13223,2,5,1033092,22788,Divorced,1,12,642,Business
5316,61,Male,Rural,Self-Employed,High School,15,Hyundai,Santa Fe,2020,28401,3,9,1089720,51066,Married,0,6,647,Pleasure
5317,24,Male,Suburban,Employed,Bachelor's Degree,1,Mercedes,GLC,2008,22964,0,7,174312,76464,Divorced,1,6,666,Business
5318,59,Male,Suburban,Employed,Master's Degree,55,Kia,Sportage,1997,7466,3,0,434628,19746,Divorced,0,6,578,Commute
5319,74,Male,Suburban,Employed,Master's Degree,18,Volkswagen,Jetta,2011,24893,1,8,218484,46692,Single,1,12,474,Commute
5320,43,Male,Suburban,Unemployed,Associate Degree,6,Honda,Civic,2011,22385,1,8,1603854,88794,Married,1,6,585,Commute
5321,42,Male,Rural,Employed,High School,1,Toyota,RAV4,2003,16393,1,7,1431090,24084,Widowed,1,6,670,Commute
5322,27,Female,Rural,Self-Employed,Master's Degree,44,Nissan,Sentra,2014,9832,1,3,983340,55674,Widowed,1,6,312,Commute
5323,76,Female,Suburban,Unemployed,High School,22,Mercedes,E-Class,2014,16209,0,0,227268,52434,Married,1,12,690,Commute
5324,62,Male,Suburban,Unemployed,Associate Degree,30,Mercedes,GLC,1998,15028,4,1,1728792,52434,Married,1,6,329,Commute
5325,36,Female,Urban,Retired,Bachelor's Degree,3,BMW,5 Series,2005,13864,1,0,1712088,86544,Divorced,1,6,423,Pleasure
5326,28,Male,Urban,Retired,Master's Degree,15,Volkswagen,Golf,2009,29342,5,2,825876,54594,Divorced,1,6,676,Commute
5327,30,Male,Rural,Unemployed,Master's Degree,9,Chevrolet,Malibu,2019,21097,1,8,1079244,57978,Widowed,1,6,805,Business
5328,70,Female,Urban,Employed,Master's Degree,48,Mercedes,GLC,2007,26496,4,5,1283580,40356,Single,0,6,538,Business
5329,25,Female,Rural,Employed,High School,20,Toyota,Camry,2021,12785,1,4,1407996,23346,Single,0,6,577,Pleasure
5330,57,Male,Rural,Employed,Master's Degree,27,Hyundai,Elantra,2022,28517,5,7,1251198,49464,Married,1,12,672,Business
5331,21,Male,Rural,Employed,High School,45,Mercedes,GLC,2018,20334,4,9,558396,87642,Single,1,6,833,Pleasure
5332,64,Female,Urban,Retired,Doctorate,11,BMW,3 Series,2014,9676,1,2,428166,9018,Divorced,1,6,364,Business
5333,48,Female,Urban,Self-Employed,Doctorate,12,Chevrolet,Equinox,2006,29532,5,9,803970,74142,Married,0,6,449,Commute
5334,45,Male,Rural,Unemployed,High School,61,Nissan,Sentra,2009,25687,4,2,148554,15606,Widowed,1,12,307,Commute
5335,28,Male,Rural,Employed,Doctorate,51,Honda,CR-V,2000,26702,4,4,592362,56250,Single,0,6,800,Business
5336,60,Male,Suburban,Retired,Associate Degree,39,Kia,Soul,2012,12816,2,0,1324152,48042,Divorced,1,12,582,Commute
5337,18,Female,Rural,Self-Employed,Associate Degree,16,Kia,Sportage,2016,16507,3,6,1215504,32850,Widowed,0,12,362,Pleasure
5338,66,Male,Rural,Unemployed,Doctorate,17,BMW,X5,2011,20720,4,2,642978,88830,Widowed,1,6,652,Pleasure
5339,64,Female,Suburban,Unemployed,Bachelor's Degree,52,Hyundai,Elantra,2015,29601,1,1,1280052,53928,Married,1,6,688,Commute
5340,69,Male,Rural,Unemployed,High School,9,Mercedes,GLC,2018,28775,0,6,239292,26694,Widowed,0,6,448,Business
5341,55,Female,Rural,Employed,Doctorate,57,Mercedes,C-Class,2011,10610,4,0,1264482,62550,Married,1,12,580,Commute
5342,41,Female,Rural,Unemployed,High School,27,Honda,Civic,2005,12450,1,0,408186,50058,Divorced,0,12,644,Pleasure
5343,71,Female,Suburban,Employed,Doctorate,12,Volkswagen,Golf,2012,11312,4,8,1237248,21456,Single,0,12,703,Business
5344,77,Female,Urban,Self-Employed,Associate Degree,33,Nissan,Altima,1997,18650,2,6,759744,40626,Single,0,12,843,Commute
5345,74,Male,Rural,Retired,Bachelor's Degree,58,Volkswagen,Golf,2017,20303,0,2,513432,30312,Widowed,1,6,638,Pleasure
5346,64,Female,Suburban,Retired,High School,48,Chevrolet,Equinox,2022,23404,0,4,421272,33714,Widowed,1,6,812,Business
5347,48,Female,Rural,Retired,Bachelor's Degree,5,BMW,5 Series,2018,13402,1,1,1769598,22014,Divorced,0,12,316,Pleasure
5348,58,Female,Suburban,Unemployed,Associate Degree,11,Toyota,RAV4,1998,8178,3,4,1015308,27090,Widowed,1,12,465,Pleasure
5349,63,Male,Rural,Retired,Master's Degree,28,Toyota,Camry,2007,5316,2,8,910944,85644,Divorced,0,12,656,Business
5350,67,Male,Suburban,Self-Employed,Master's Degree,12,Kia,Forte,2018,9417,3,9,1522062,22734,Divorced,1,6,765,Business
5351,43,Male,Urban,Employed,High School,59,Honda,CR-V,1995,20564,0,4,1347858,19512,Single,0,12,786,Commute
5352,66,Male,Urban,Retired,Associate Degree,25,Kia,Soul,2013,17511,5,0,1606986,26820,Single,1,12,795,Business
5353,67,Male,Urban,Employed,High School,3,Hyundai,Tucson,2014,13088,0,7,1115298,15750,Divorced,0,12,566,Business
5354,22,Male,Rural,Employed,High School,14,Volkswagen,Golf,1999,7666,5,5,1299528,81108,Widowed,1,6,632,Commute
5355,37,Female,Suburban,Retired,High School,15,Nissan,Rogue,2007,22469,3,1,1036242,59922,Single,1,12,627,Business
5356,69,Female,Rural,Retired,Bachelor's Degree,52,Kia,Sportage,2010,18324,5,5,926658,11934,Divorced,0,12,355,Commute
5357,58,Female,Rural,Retired,Doctorate,18,Toyota,RAV4,2010,29029,5,8,947394,38358,Married,0,6,364,Business
5358,28,Male,Suburban,Unemployed,Associate Degree,46,Hyundai,Santa Fe,2005,28634,4,2,1087956,77886,Widowed,1,12,311,Business
5359,73,Female,Rural,Retired,Bachelor's Degree,25,Nissan,Altima,2003,8863,3,4,308196,83088,Single,1,6,415,Pleasure
5360,71,Female,Suburban,Unemployed,Doctorate,31,Ford,Focus,2012,28925,5,6,1193976,37926,Divorced,0,12,487,Business
5361,50,Male,Suburban,Self-Employed,High School,5,Volkswagen,Golf,2009,16244,3,9,167580,83934,Single,0,12,695,Commute
5362,67,Female,Urban,Employed,Master's Degree,51,Kia,Soul,2007,26344,5,1,604890,77706,Single,0,12,487,Commute
5363,55,Male,Urban,Self-Employed,Bachelor's Degree,60,Toyota,Camry,2001,9026,4,0,572292,40644,Divorced,1,6,654,Commute
5364,44,Female,Urban,Retired,Associate Degree,5,Chevrolet,Impala,1997,13780,4,4,216108,14688,Divorced,1,12,305,Commute
5365,51,Male,Suburban,Employed,Associate Degree,60,Kia,Soul,2006,11238,5,3,445842,43038,Married,0,6,846,Pleasure
5366,32,Male,Urban,Retired,Doctorate,4,Toyota,Corolla,2020,13869,4,8,145908,20808,Widowed,0,6,556,Commute
5367,49,Male,Suburban,Retired,Bachelor's Degree,58,Honda,Civic,2012,29071,2,9,1476684,43650,Single,0,12,467,Commute
5368,78,Female,Rural,Employed,High School,1,Volkswagen,Jetta,2003,23233,0,3,1136556,67356,Widowed,0,12,408,Pleasure
5369,75,Female,Urban,Self-Employed,Doctorate,51,Mercedes,E-Class,1997,17957,5,6,418536,53964,Divorced,1,6,716,Business
5370,38,Male,Suburban,Retired,Associate Degree,1,Mercedes,E-Class,2018,20327,0,4,462834,38016,Divorced,1,12,556,Business
5371,63,Male,Suburban,Employed,Bachelor's Degree,36,Honda,CR-V,1995,22693,4,4,517716,74556,Divorced,0,6,450,Pleasure
5372,22,Female,Suburban,Self-Employed,Master's Degree,2,Volkswagen,Passat,2015,22974,5,5,239922,49734,Divorced,0,12,777,Pleasure
5373,23,Female,Suburban,Unemployed,High School,5,Volkswagen,Golf,2015,16437,5,7,1279710,83412,Widowed,1,6,427,Commute
5374,55,Male,Urban,Self-Employed,Associate Degree,30,Volkswagen,Jetta,2016,20632,4,3,1616472,85608,Divorced,0,6,434,Pleasure
5375,79,Female,Urban,Self-Employed,Bachelor's Degree,42,Volkswagen,Passat,2001,12521,2,8,500076,19098,Single,0,6,584,Pleasure
5376,39,Female,Urban,Employed,Master's Degree,4,Toyota,RAV4,2013,19134,2,5,860670,11592,Widowed,1,6,401,Pleasure
5377,79,Female,Suburban,Self-Employed,Associate Degree,49,BMW,X5,2006,8973,1,7,778572,17478,Divorced,1,6,753,Business
5378,35,Male,Rural,Unemployed,Master's Degree,45,BMW,5 Series,2008,11593,3,3,636750,27522,Married,1,12,651,Pleasure
5379,31,Male,Suburban,Unemployed,Associate Degree,9,Chevrolet,Equinox,2007,22220,0,8,1584342,55980,Widowed,1,6,564,Commute
5380,27,Female,Rural,Retired,Doctorate,26,Chevrolet,Equinox,1999,14257,5,8,988200,28746,Married,0,6,831,Commute
5381,63,Male,Urban,Unemployed,Doctorate,23,Honda,Accord,2006,26758,0,0,1228896,75834,Married,1,12,775,Business
5382,30,Female,Suburban,Retired,Doctorate,21,Chevrolet,Malibu,2002,28506,2,0,190674,68454,Widowed,1,6,393,Commute
5383,48,Female,Suburban,Unemployed,Bachelor's Degree,24,Chevrolet,Impala,2000,25544,3,6,510156,25776,Married,1,6,346,Commute
5384,47,Male,Urban,Self-Employed,Doctorate,2,Chevrolet,Malibu,2012,8045,2,2,535428,16308,Widowed,0,6,410,Commute
5385,20,Male,Suburban,Retired,Bachelor's Degree,15,Hyundai,Santa Fe,2001,28000,5,6,1155582,36702,Divorced,0,12,561,Commute
5386,47,Male,Rural,Unemployed,High School,29,Kia,Forte,2013,9431,1,0,604044,15390,Divorced,1,12,498,Pleasure
5387,23,Female,Rural,Self-Employed,Doctorate,47,Toyota,RAV4,2009,17253,5,0,1012104,16164,Divorced,0,6,302,Business
5388,46,Female,Rural,Self-Employed,Bachelor's Degree,42,Nissan,Altima,2004,18321,1,6,1456794,69822,Single,1,12,479,Commute
5389,25,Male,Suburban,Retired,Associate Degree,3,Volkswagen,Golf,2003,6959,1,3,984456,63828,Married,1,6,656,Pleasure
5390,61,Male,Suburban,Employed,Bachelor's Degree,42,Toyota,RAV4,2014,23099,5,1,1393974,67986,Widowed,0,12,503,Commute
5391,62,Male,Rural,Self-Employed,Bachelor's Degree,39,Kia,Soul,2010,18079,5,4,1351908,88110,Single,0,12,682,Commute
5392,60,Female,Suburban,Self-Employed,Associate Degree,15,Nissan,Altima,2021,28482,2,4,830988,64692,Single,1,12,515,Business
5393,61,Female,Rural,Employed,Bachelor's Degree,54,Mercedes,E-Class,2014,29596,3,3,1001862,81108,Widowed,0,12,517,Pleasure
5394,50,Female,Urban,Retired,Associate Degree,39,Mercedes,GLC,1998,7406,5,8,1570806,12096,Single,1,12,656,Pleasure
5395,34,Male,Rural,Unemployed,Master's Degree,40,Volkswagen,Jetta,2004,12246,4,1,632862,27756,Married,1,12,412,Commute
5396,65,Male,Urban,Unemployed,Doctorate,45,Hyundai,Santa Fe,2004,5132,0,3,1471410,65394,Widowed,1,12,700,Pleasure
5397,28,Female,Urban,Self-Employed,High School,7,Nissan,Rogue,2002,13867,4,1,970722,41796,Single,0,12,659,Business
5398,30,Male,Urban,Employed,Bachelor's Degree,23,Hyundai,Tucson,1995,12154,3,9,1001196,70038,Single,1,6,441,Pleasure
5399,67,Male,Rural,Self-Employed,Associate Degree,15,Toyota,Camry,1997,18289,5,3,479502,9324,Single,0,6,716,Commute
5400,28,Male,Rural,Retired,Doctorate,53,Volkswagen,Passat,2018,5789,2,5,820152,27324,Widowed,1,12,510,Commute
5401,48,Male,Suburban,Self-Employed,Bachelor's Degree,26,Honda,Accord,2006,10511,2,4,1449342,80982,Divorced,0,6,529,Commute
5402,45,Female,Suburban,Unemployed,Doctorate,1,Honda,Accord,2001,5990,5,9,1483722,19746,Single,1,12,780,Business
5403,61,Male,Urban,Employed,Master's Degree,59,Kia,Soul,2016,19899,2,9,1423422,59598,Married,1,6,825,Pleasure
5404,23,Female,Rural,Retired,Bachelor's Degree,54,Kia,Sportage,2017,24840,1,5,570798,77400,Divorced,1,6,328,Business
5405,58,Female,Suburban,Self-Employed,Associate Degree,19,Chevrolet,Impala,1995,13987,1,1,1682136,27504,Married,1,6,817,Commute
5406,33,Male,Suburban,Unemployed,Master's Degree,50,Kia,Sportage,2018,18598,1,0,1290708,73890,Widowed,0,12,839,Commute
5407,21,Female,Suburban,Self-Employed,Bachelor's Degree,19,BMW,X5,2014,12988,4,4,1326276,76716,Divorced,0,6,655,Business
5408,52,Female,Rural,Unemployed,Doctorate,19,Mercedes,GLC,1995,25631,5,2,939312,48888,Married,0,6,401,Pleasure
5409,77,Male,Suburban,Employed,Master's Degree,18,Hyundai,Tucson,1998,28805,5,2,332406,89424,Single,0,12,687,Business
5410,65,Female,Urban,Retired,Associate Degree,56,Chevrolet,Malibu,2012,19726,0,9,1071918,77490,Divorced,1,6,803,Business
5411,73,Female,Rural,Self-Employed,Bachelor's Degree,61,Honda,CR-V,1999,11273,2,4,738090,63756,Divorced,0,12,465,Commute
5412,76,Female,Suburban,Retired,Doctorate,50,BMW,X5,1995,22982,2,2,646614,54306,Widowed,1,12,331,Commute
5413,43,Female,Suburban,Employed,Doctorate,17,Toyota,RAV4,1995,25306,4,5,565164,37206,Divorced,0,12,481,Commute
5414,79,Female,Rural,Unemployed,Master's Degree,12,Nissan,Rogue,1999,11696,5,6,697212,57708,Widowed,1,12,672,Pleasure
5415,74,Female,Suburban,Employed,Bachelor's Degree,16,Hyundai,Elantra,2012,23416,0,5,1408734,33660,Divorced,1,12,500,Commute
5416,29,Female,Suburban,Employed,Doctorate,58,Ford,Fiesta,2003,12958,0,9,1009332,82152,Widowed,1,6,792,Business
5417,28,Female,Urban,Retired,Master's Degree,32,Hyundai,Elantra,2004,14905,4,7,1646802,32112,Widowed,1,12,678,Pleasure
5418,54,Male,Rural,Employed,High School,52,Kia,Soul,2001,29905,2,3,250830,48096,Married,0,6,834,Business
5419,42,Male,Suburban,Self-Employed,Doctorate,59,BMW,X5,2009,8542,3,5,859572,55836,Divorced,1,12,390,Pleasure
5420,35,Male,Rural,Unemployed,Master's Degree,27,Mercedes,GLC,2008,6696,3,2,1283976,34524,Single,0,6,675,Commute
5421,36,Female,Rural,Employed,High School,4,BMW,X5,1998,15282,0,9,1734606,31158,Single,1,12,586,Pleasure
5422,40,Female,Urban,Self-Employed,Master's Degree,27,Toyota,Corolla,2008,14682,0,6,939798,31752,Married,1,6,797,Commute
5423,72,Female,Urban,Unemployed,Doctorate,24,Mercedes,C-Class,2001,8126,2,5,565416,54468,Married,0,12,483,Commute
5424,55,Male,Rural,Retired,High School,19,Hyundai,Santa Fe,2002,8425,0,5,382968,22554,Divorced,0,6,793,Pleasure
5425,71,Male,Urban,Unemployed,Master's Degree,20,BMW,3 Series,2018,13868,4,2,1793520,70362,Divorced,1,6,687,Commute
5426,35,Male,Urban,Retired,Bachelor's Degree,12,Chevrolet,Impala,2002,27078,3,0,1618416,83196,Single,0,12,845,Commute
5427,43,Female,Suburban,Unemployed,High School,5,Mercedes,GLC,2022,29386,3,1,1721124,84798,Single,1,6,633,Commute
5428,23,Male,Urban,Employed,Master's Degree,28,Hyundai,Santa Fe,1999,6272,0,9,1108170,17082,Married,1,6,724,Pleasure
5429,21,Male,Urban,Retired,Bachelor's Degree,41,Volkswagen,Jetta,2017,22734,4,9,1508616,30312,Married,1,6,415,Pleasure
5430,61,Female,Suburban,Retired,High School,54,Volkswagen,Passat,2005,29752,5,2,1485882,19152,Divorced,1,12,441,Business
5431,68,Male,Suburban,Retired,Master's Degree,8,Kia,Sportage,2017,17416,0,0,1080018,68292,Widowed,1,6,618,Commute
5432,46,Female,Rural,Employed,Doctorate,28,Hyundai,Tucson,1996,12934,0,7,676638,23670,Widowed,0,6,821,Commute
5433,76,Male,Urban,Employed,High School,37,Chevrolet,Impala,2009,9003,5,8,1616580,23472,Single,1,12,717,Pleasure
5434,78,Female,Suburban,Unemployed,High School,0,Toyota,RAV4,2013,8264,4,6,1644714,79758,Widowed,0,6,735,Pleasure
5435,51,Female,Urban,Unemployed,Bachelor's Degree,55,Hyundai,Tucson,2021,25575,4,6,1094994,42498,Married,1,6,426,Pleasure
5436,34,Female,Rural,Employed,Master's Degree,29,Nissan,Sentra,2012,5688,1,2,1777050,37440,Widowed,0,12,670,Commute
5437,60,Female,Urban,Employed,Doctorate,49,Toyota,RAV4,2009,26458,3,8,1135602,63594,Divorced,0,12,745,Pleasure
5438,60,Female,Urban,Retired,Bachelor's Degree,31,BMW,5 Series,2013,22966,0,8,838332,30456,Married,0,6,367,Commute
5439,70,Male,Urban,Unemployed,High School,56,Nissan,Altima,2019,20998,2,4,460854,15210,Divorced,1,6,827,Pleasure
5440,33,Female,Suburban,Unemployed,Bachelor's Degree,58,Volkswagen,Golf,2001,14515,0,6,1471392,87048,Married,0,12,787,Pleasure
5441,19,Female,Suburban,Retired,Bachelor's Degree,22,Hyundai,Elantra,1998,9907,0,0,608778,82242,Widowed,1,6,662,Pleasure
5442,51,Female,Rural,Retired,Bachelor's Degree,38,Ford,Focus,2008,25192,2,5,1092222,60948,Divorced,0,12,601,Pleasure
5443,72,Female,Urban,Retired,High School,57,Honda,Accord,2002,5364,5,9,1269234,34236,Married,0,12,601,Pleasure
5444,25,Male,Rural,Self-Employed,Associate Degree,9,Mercedes,C-Class,2017,21899,3,0,1720278,55566,Married,1,12,747,Commute
5445,30,Female,Rural,Self-Employed,Bachelor's Degree,43,Hyundai,Elantra,2004,21959,1,9,729342,72486,Single,1,12,728,Business
5446,59,Male,Suburban,Employed,Associate Degree,20,Hyundai,Elantra,2007,9917,4,5,365652,78912,Married,0,6,691,Pleasure
5447,25,Female,Urban,Unemployed,Doctorate,55,Chevrolet,Equinox,2000,17146,1,5,656406,30510,Divorced,0,6,391,Business
5448,47,Female,Urban,Retired,Doctorate,25,Nissan,Rogue,1998,11908,0,6,1369044,16542,Widowed,1,6,533,Commute
5449,49,Male,Rural,Retired,Doctorate,14,Hyundai,Elantra,1999,13142,0,6,1428138,48906,Widowed,0,12,586,Business
5450,53,Male,Urban,Unemployed,Master's Degree,16,Honda,CR-V,2004,26160,2,9,452556,50724,Single,0,12,527,Pleasure
5451,64,Male,Suburban,Self-Employed,High School,34,Volkswagen,Golf,2018,27517,5,2,1100646,24966,Married,0,6,379,Pleasure
5452,47,Female,Rural,Unemployed,Associate Degree,24,Honda,Accord,2007,28622,2,6,441054,47484,Divorced,0,6,662,Pleasure
5453,18,Male,Rural,Employed,Master's Degree,14,Honda,Accord,2013,12909,0,9,1117980,76140,Single,0,6,467,Commute
5454,60,Female,Suburban,Self-Employed,Associate Degree,32,BMW,X5,2005,25433,1,1,298872,32058,Married,1,6,672,Pleasure
5455,56,Male,Suburban,Unemployed,High School,10,Ford,Escape,2022,19330,1,1,1029420,29862,Married,0,12,311,Pleasure
5456,34,Male,Suburban,Unemployed,Bachelor's Degree,23,Kia,Sportage,2013,6373,3,0,1313496,69840,Divorced,1,12,809,Pleasure
5457,76,Female,Suburban,Employed,Master's Degree,5,Mercedes,GLC,1999,29199,5,1,1736334,57744,Single,1,6,331,Business
5458,37,Male,Suburban,Unemployed,High School,27,Nissan,Sentra,2019,23516,0,1,173700,20052,Single,0,6,457,Commute
5459,41,Male,Suburban,Self-Employed,Master's Degree,28,Toyota,Corolla,1999,27892,5,8,1543698,36450,Widowed,1,6,590,Commute
5460,67,Female,Rural,Retired,Doctorate,47,Mercedes,C-Class,1995,11470,4,2,865944,80406,Single,0,6,574,Pleasure
5461,39,Female,Urban,Retired,Master's Degree,57,Mercedes,C-Class,2015,23923,4,0,247158,59454,Widowed,1,12,799,Commute
5462,46,Female,Urban,Retired,Bachelor's Degree,20,Nissan,Altima,2003,24140,1,1,413874,73602,Single,1,6,410,Business
5463,39,Male,Rural,Self-Employed,Bachelor's Degree,11,Toyota,RAV4,2001,26663,2,9,1785834,9810,Married,1,6,453,Pleasure
5464,61,Male,Urban,Unemployed,Associate Degree,21,BMW,X5,2003,28759,2,7,803898,42174,Divorced,1,12,751,Commute
5465,26,Male,Urban,Unemployed,Master's Degree,26,Chevrolet,Impala,2020,18863,1,9,1610982,56106,Single,0,12,718,Pleasure
5466,54,Male,Rural,Unemployed,Doctorate,20,Mercedes,GLC,2004,27717,3,1,1593414,10206,Married,1,12,839,Business
5467,27,Male,Urban,Unemployed,Bachelor's Degree,14,Kia,Soul,2015,14882,0,3,1064250,42336,Single,1,12,354,Commute
5468,53,Female,Urban,Retired,Associate Degree,56,Volkswagen,Jetta,1997,23933,4,8,1371564,49338,Widowed,1,6,604,Commute
5469,54,Male,Rural,Self-Employed,Doctorate,17,Chevrolet,Impala,2012,15150,1,8,738306,74610,Married,1,12,678,Commute
5470,45,Female,Urban,Employed,Doctorate,9,Kia,Forte,2003,10242,5,6,190566,25236,Widowed,0,12,788,Business
5471,45,Male,Suburban,Self-Employed,Doctorate,21,Kia,Forte,1999,13923,2,0,1030788,37566,Single,0,6,471,Pleasure
5472,59,Female,Rural,Unemployed,High School,43,Toyota,RAV4,2005,19112,0,9,1321920,35784,Married,1,12,309,Pleasure
5473,60,Male,Urban,Unemployed,Bachelor's Degree,19,Ford,Fiesta,1995,22217,4,4,1427166,47808,Widowed,1,6,798,Business
5474,38,Male,Urban,Self-Employed,High School,18,Honda,Civic,1996,15344,3,4,1706598,83106,Single,1,6,837,Business
5475,41,Female,Suburban,Self-Employed,High School,27,Hyundai,Elantra,2012,26070,1,1,766944,11286,Divorced,0,12,374,Commute
5476,59,Male,Rural,Retired,Bachelor's Degree,36,Ford,Escape,2022,27502,0,6,202680,68202,Divorced,0,12,630,Pleasure
5477,77,Female,Rural,Unemployed,Master's Degree,49,Hyundai,Santa Fe,2014,18510,5,0,439812,34578,Divorced,0,12,830,Business
5478,57,Male,Urban,Self-Employed,Associate Degree,50,BMW,X5,2008,19860,4,0,743724,66762,Divorced,0,6,429,Business
5479,19,Male,Suburban,Unemployed,Bachelor's Degree,54,Volkswagen,Passat,2016,18151,3,9,324000,72810,Married,0,6,429,Business
5480,72,Female,Suburban,Self-Employed,Associate Degree,43,Hyundai,Santa Fe,2002,21668,2,0,1196604,66096,Divorced,1,6,366,Pleasure
5481,25,Male,Suburban,Unemployed,Master's Degree,0,Kia,Forte,2013,12491,0,9,885456,49572,Widowed,1,12,514,Commute
